Fx_mean,Fx_std,Fx_max,Fx_min,Fx_median,Fx_iqr,Fx_skewness,Fx_kurtosis,Fx_rms,Fx_energy,Fx_power,Fx_mean_abs,Fx_zero_crossing_rate,Fx_first,Fx_last,Fx_peak_to_peak,Fx_entropy,Fx_variance,Fx_cv,Fx_p90,Fx_slope,Fx_crest_factor,Fx_shape_factor,Fx_peak_frequency,Fy_mean,Fy_std,Fy_max,Fy_min,Fy_median,Fy_iqr,Fy_skewness,Fy_kurtosis,Fy_rms,Fy_energy,Fy_power,Fy_mean_abs,Fy_zero_crossing_rate,Fy_first,Fy_last,Fy_peak_to_peak,Fy_entropy,Fy_variance,Fy_cv,Fy_p90,Fy_slope,Fy_crest_factor,Fy_shape_factor,Fy_peak_frequency,Fz_mean,Fz_std,Fz_max,Fz_min,Fz_median,Fz_iqr,Fz_skewness,Fz_kurtosis,Fz_rms,Fz_energy,Fz_power,Fz_mean_abs,Fz_zero_crossing_rate,Fz_first,Fz_last,Fz_peak_to_peak,Fz_entropy,Fz_variance,Fz_cv,Fz_p90,Fz_slope,Fz_crest_factor,Fz_shape_factor,Fz_peak_frequency,Tx_mean,Tx_std,Tx_max,Tx_min,Tx_median,Tx_iqr,Tx_skewness,Tx_kurtosis,Tx_rms,Tx_energy,Tx_power,Tx_mean_abs,Tx_zero_crossing_rate,Tx_first,Tx_last,Tx_peak_to_peak,Tx_entropy,Tx_variance,Tx_cv,Tx_p90,Tx_slope,Tx_crest_factor,Tx_shape_factor,Tx_peak_frequency,Ty_mean,Ty_std,Ty_max,Ty_min,Ty_median,Ty_iqr,Ty_skewness,Ty_kurtosis,Ty_rms,Ty_energy,Ty_power,Ty_mean_abs,Ty_zero_crossing_rate,Ty_first,Ty_last,Ty_peak_to_peak,Ty_entropy,Ty_variance,Ty_cv,Ty_p90,Ty_slope,Ty_crest_factor,Ty_shape_factor,Ty_peak_frequency,Tz_mean,Tz_std,Tz_max,Tz_min,Tz_median,Tz_iqr,Tz_skewness,Tz_kurtosis,Tz_rms,Tz_energy,Tz_power,Tz_mean_abs,Tz_zero_crossing_rate,Tz_first,Tz_last,Tz_peak_to_peak,Tz_entropy,Tz_variance,Tz_cv,Tz_p90,Tz_slope,Tz_crest_factor,Tz_shape_factor,Tz_peak_frequency,label
4.666666666666667,3.6817870057290873,9.0,-5.0,6.0,3.0,-1.3613014142655413,0.9249932813759747,5.94418483337567,530.0,35.333333333333336,5.466666666666667,0.35714285714285715,8.0,6.0,14.0,1.5426719687381505,13.555555555555559,0.7889543583705186,7.6,0.08928571428571416,1.5140848160485194,1.087350884154086,0.06666666666666667,-5.8,7.824747067264645,5.0,-16.0,-5.0,16.0,-0.12053021762767932,-1.4944223934368508,9.73995208749338,1423.0,94.86666666666666,7.8,0.21428571428571427,5.0,-16.0,21.0,1.450252344663491,61.22666666666666,1.3490943219421803,4.199999999999999,-1.2178571428571427,1.6427185530558057,1.2487118060888949,0.13333333333333333,-51.6,57.702455175957056,2.0,-138.0,-17.0,121.5,-0.6671232176354615,-1.4899028995166983,77.40887115397908,89882.0,5992.133333333333,51.86666666666667,0.2857142857142857,-24.0,-133.0,140.0,0.6365141682948128,3329.5733333333333,1.1182646351929661,-2.400000000000002,-10.73928571428571,1.7827414086105857,1.4924589554109076,0.06666666666666667,8.4,16.875228393516142,32.0,-18.0,2.0,32.0,0.17825148140283573,-1.3649946294334514,18.850287354131588,5330.0,355.3333333333333,14.666666666666666,0.2857142857142857,1.0,32.0,50.0,1.4897503188505912,284.77333333333337,2.008955761132874,30.799999999999997,2.246428571428571,1.697586853655378,1.2852468650544264,0.06666666666666667,12.866666666666667,8.172039049235032,23.0,-3.0,17.0,14.0,-0.7084200650223702,-0.9748536052748817,15.242484486898235,3485.0,232.33333333333334,13.4,0.21428571428571427,-1.0,19.0,26.0,1.3095258353040693,66.78222222222222,0.6351325685933963,20.2,1.167857142857143,1.508940358100399,1.1374988423058383,0.06666666666666667,0.26666666666666666,2.048305532764962,3.0,-4.0,1.0,2.5,-0.6410148922021919,-0.6169832663027854,2.065591117977289,64.0,4.266666666666667,1.7333333333333334,0.2857142857142857,3.0,0.0,7.0,1.5246335284348944,4.195555555555555,7.681145747868608,2.5999999999999996,-0.25357142857142856,1.9364916731037087,1.1916871834484357,0.13333333333333333,collision
0.06666666666666667,1.0624918300339485,2.0,-2.0,0.0,1.0,0.20058823376857648,-0.30141360282720653,1.0645812948447542,17.0,1.1333333333333333,0.7333333333333333,0.5714285714285714,0.0,-2.0,4.0,1.2105578441774711,1.128888888888889,15.937377450509228,1.5999999999999996,-0.024999999999999998,1.8786728732554485,1.451701765697392,0.06666666666666667,0.2,0.5416025603090641,2.0,0.0,0.0,0.0,2.618491717196714,5.466942148760328,0.5773502691896257,5.0,0.3333333333333333,0.2,0.2857142857142857,0.0,0.0,2.0,0.39267446722755217,0.2933333333333334,2.70801280154532,0.5999999999999996,-0.0214285714285714,3.464101615137755,2.8867513459481287,0.3333333333333333,14.666666666666666,7.001587121661933,27.0,-1.0,15.0,7.5,-0.24145110523539282,-0.09137652277765662,16.252179341040183,3962.0,264.1333333333333,14.8,0.14285714285714285,16.0,10.0,28.0,1.4897503188505914,49.02222222222223,0.4773809401133136,23.799999999999997,-0.1607142857142852,1.661315657022028,1.0981202257459581,0.4,0.4,2.1228911104120876,3.0,-4.0,1.0,2.5,-0.8646241672864611,-0.12704387101291914,2.160246899469287,70.0,4.666666666666667,1.7333333333333334,0.6428571428571429,1.0,-4.0,7.0,1.2700278611169695,4.506666666666667,5.307227776030219,2.5999999999999996,-0.2464285714285714,1.8516401995451028,1.2462962881553579,0.06666666666666667,-5.333333333333333,2.0548046676563256,-2.0,-9.0,-5.0,3.0,-0.1929581114502759,-1.1559556786703598,5.715476066494082,490.0,32.666666666666664,5.333333333333333,0.0,-6.0,-7.0,7.0,1.5867847075280477,4.222222222222222,0.38527587518556106,-3.0,-0.007142857142857327,1.5746719775034717,1.0716517624676405,0.06666666666666667,-0.6,0.7118052168020874,0.0,-2.0,0.0,1.0,-0.7541980482736796,-0.7022160664819959,0.9309493362512627,13.0,0.8666666666666667,0.6,0.5714285714285714,-1.0,-2.0,2.0,0.39267446722755217,0.5066666666666667,1.186342028003479,0.0,-0.014285714285714297,2.1483446221182985,1.551582227085438,0.3333333333333333,normal
-1.0,5.391351098441528,4.0,-20.0,0.0,2.5,-2.8103115286201232,7.369707937042337,5.483308003994183,451.0,30.066666666666666,2.7333333333333334,0.7142857142857143,2.0,-1.0,24.0,1.4322139043602349,29.066666666666666,5.391351098441528,2.5999999999999996,0.29285714285714287,3.6474332620803875,2.006088294144213,0.26666666666666666,-1.4666666666666666,3.073904502239601,7.0,-7.0,-2.0,3.0,0.9248897905309276,1.715620959513049,3.40587727318528,174.0,11.6,2.533333333333333,0.42857142857142855,-3.0,1.0,14.0,1.450252344663491,9.44888888888889,2.0958439787997283,0.5999999999999996,5.971530350342553e-17,2.055270768301462,1.344425239415242,0.4666666666666667,60.06666666666667,4.972814986392405,70.0,52.0,60.0,6.0,0.39944472719225127,-0.4401813341492322,60.272160516554685,54491.0,3632.733333333333,60.06666666666667,0.0,70.0,58.0,18.0,1.5867847075280475,24.72888888888889,0.08278826281452394,66.6,-0.41428571428571315,1.1613985528322552,1.0034210962800447,0.26666666666666666,-5.133333333333334,5.965083588871344,9.0,-21.0,-5.0,4.5,-0.34816372362700715,2.498793123493627,7.869773397838932,929.0,61.93333333333333,6.333333333333333,0.2857142857142857,-3.0,-9.0,30.0,1.5821699429252507,35.58222222222223,1.1620292705593525,-1.200000000000001,-0.0678571428571432,2.6684376967914574,1.2425957996587789,0.4666666666666667,-3.066666666666667,11.363489291977569,14.0,-41.0,-1.0,8.0,-2.221303744777214,5.639592988948223,11.770018408368498,2078.0,138.53333333333333,6.4,0.6428571428571429,-1.0,-3.0,55.0,1.4322139043602349,129.12888888888887,3.7054856386883372,3.0,0.16785714285714287,3.483427007289041,1.8390653763075777,0.26666666666666666,-1.4,3.666060555964672,0.0,-15.0,0.0,1.0,-3.3732848865647154,9.637400793650793,3.924283374069717,231.0,15.4,1.4,0.7142857142857143,0.0,0.0,15.0,0.24493002679463532,13.44,2.618614682831909,0.0,0.3035714285714284,3.8223539357821914,2.803059552906941,0.3333333333333333,collision
-100.4,146.4653770236047,8.0,-389.0,1.0,222.0,-0.9888678598701865,-0.6341541592527005,177.5732712619404,472984.0,31532.266666666666,106.8,0.14285714285714285,1.0,8.0,397.0,0.9881542242901942,21452.10666666667,1.4588184962510429,7.6,5.574999999999994,2.1906450066247953,1.6626710792316517,0.06666666666666667,39.266666666666666,49.361883630545904,107.0,-10.0,3.0,99.0,0.1840996146438799,-1.8704527075373805,63.075087528014315,59677.0,3978.4666666666667,46.46666666666667,0.07142857142857142,3.0,-10.0,117.0,0.8823109245150755,2436.5955555555556,1.257093810625108,98.0,-5.257142857142855,1.6963908286687162,1.3574265608611402,0.06666666666666667,-1084.4666666666667,1113.28815477196,8.0,-2757.0,-180.0,2161.0,-0.4744542736203329,-1.5754285160815829,1554.1809632943864,36232177.0,2415478.466666667,1085.5333333333333,0.14285714285714285,-3.0,-179.0,2765.0,1.2293362159076602,1239410.515555556,1.0265766472969449,-72.20000000000006,62.03571428571426,1.7739247006062966,1.4317210863732603,0.06666666666666667,-68.4,62.34719988366225,-4.0,-172.0,-16.0,116.0,-0.3110458752214191,-1.6565462241719735,92.55124706525208,128486.0,8565.733333333334,68.4,0.0,-16.0,-13.0,168.0,0.9701157839869382,3887.1733333333336,0.9115087702289801,-11.0,6.632142857142855,1.8584298478305061,1.3530884073867262,0.06666666666666667,139.4,160.53983929230776,464.0,-12.0,21.0,279.0,0.7798230187067278,-0.9507024584681925,212.61561560713267,678081.0,45205.4,142.06666666666666,0.07142857142857142,-12.0,21.0,476.0,1.1944530063233572,25773.040000000005,1.1516487754111029,365.59999999999997,-15.971428571428564,2.182342057402646,1.4965904430347208,0.06666666666666667,0.5333333333333333,28.81866679004349,51.0,-55.0,1.0,11.5,-0.20573122066345342,0.10002038203838381,28.823601440486232,12462.0,830.8,18.933333333333334,0.2857142857142857,0.0,3.0,106.0,1.3217558399823195,830.5155555555556,54.035000231331544,42.199999999999996,-1.5999999999999996,1.9081584969026755,1.522373315518639,0.13333333333333333,obstruction
-6.266666666666667,13.85384022171791,15.0,-41.0,-2.0,3.0,-1.2472223614004811,0.9327279601518321,15.20526224699857,3468.0,231.2,9.066666666666666,0.21428571428571427,-41.0,-2.0,56.0,1.8762735844302758,191.92888888888893,2.210719184316688,3.599999999999998,1.7535714285714283,2.696434914043864,1.6770509831248424,0.06666666666666667,4.266666666666667,7.4874710164529,21.0,-5.0,2.0,4.0,1.330741975493265,0.6315843238851477,8.6178110136314,1114.0,74.26666666666667,5.466666666666667,0.14285714285714285,21.0,3.0,26.0,1.5867847075280475,56.062222222222225,1.7548760194811484,17.4,-0.8357142857142857,2.436813706727012,1.5764288439569634,0.06666666666666667,3.7333333333333334,6.1260826707520755,14.0,-6.0,3.0,3.5,0.04773886511920289,-0.6480768553252783,7.174027227901123,772.0,51.46666666666667,6.0,0.07142857142857142,-5.0,5.0,20.0,1.3624474851916286,37.528888888888886,1.6409150010943059,13.0,0.5678571428571428,1.951484090491238,1.1956712046501872,0.13333333333333333,-1.0666666666666667,10.822610077466937,15.0,-25.0,1.0,6.0,-1.0616896605113597,0.26170588193929056,10.875047892614848,1774.0,118.26666666666667,7.466666666666667,0.35714285714285715,-23.0,0.0,40.0,1.6170531525095537,117.12888888888888,10.146196947625253,8.0,1.1107142857142855,2.2988404508064084,1.4564796284752028,0.06666666666666667,-7.6,20.333224043422135,22.0,-59.0,-1.0,4.0,-1.3247013291589818,0.9412496315741534,21.707141681944215,7068.0,471.2,12.0,0.35714285714285715,-59.0,-2.0,81.0,1.801892400658872,413.44,2.6754242162397546,5.799999999999997,2.749999999999999,2.717999489038007,1.8089284734953512,0.06666666666666667,-3.4,0.4898979485566357,-3.0,-4.0,-3.0,1.0,-0.4082482904638632,-1.8333333333333341,3.4351128074635335,177.0,11.8,3.4,0.0,-4.0,-3.0,1.0,0.0,0.2400000000000001,0.14408763192842228,-3.0,0.08571428571428548,1.164445019479164,1.010327296312804,0.06666666666666667,collision
7.8,12.796874618437114,36.0,-2.0,1.0,11.5,1.2577035889024428,-0.07701680274182143,14.98666073546739,3369.0,224.6,8.466666666666667,0.5,-2.0,4.0,38.0,0.8571740436420789,163.76000000000002,1.6406249510816813,29.799999999999997,1.7428571428571427,2.402136181998335,1.7700780396221327,0.06666666666666667,0.4,2.9166190472303146,10.0,-3.0,0.0,2.0,2.197760915690888,5.032099723862775,2.943920288775949,130.0,8.666666666666666,1.7333333333333334,0.6428571428571429,0.0,-3.0,13.0,1.459481873869085,8.506666666666668,7.2915476180757866,2.0,0.08571428571428566,3.3968311024337874,1.6984155512168935,0.06666666666666667,-31.333333333333332,47.46039284381124,15.0,-122.0,-4.0,52.5,-1.0298828822028614,-0.7737498483301231,56.870613383949596,48514.0,3234.266666666667,33.6,0.35714285714285715,15.0,-17.0,137.0,1.0775733728921972,2252.488888888889,1.5146933886322738,1.1999999999999993,-6.353571428571428,2.1452204001448605,1.692577779284214,0.06666666666666667,2.6,6.907001278895687,21.0,-6.0,1.0,3.5,1.3939242793746132,1.1966837586755403,7.380153566604605,817.0,54.46666666666667,4.6,0.5,0.0,1.0,27.0,1.679204331602707,47.70666666666666,2.656538953421418,12.399999999999999,0.5857142857142856,2.8454692453861083,1.604381210131436,0.26666666666666666,0.26666666666666666,7.637335195530499,12.0,-20.0,-1.0,6.5,-0.7462005927032677,1.15397041382686,7.64198926981712,876.0,58.4,5.333333333333333,0.5,-2.0,9.0,32.0,1.551901497943744,58.328888888888876,28.64000698323937,10.2,0.6714285714285714,2.6171196129510683,1.43287298809071,0.13333333333333333,2.6,1.9252705437591535,8.0,0.0,2.0,2.0,1.360922439386711,1.645178820972001,3.235222815613581,157.0,10.466666666666667,2.6,0.14285714285714285,2.0,3.0,8.0,1.3378606778364337,3.7066666666666666,0.7404886706765975,4.6,0.21071428571428577,2.4727817698957306,1.2443164675436849,0.06666666666666667,collision
117.06666666666666,212.0017190705983,462.0,-198.0,8.0,238.0,0.8025258587043236,-0.8559298444546259,242.17624436210363,879740.0,58649.333333333336,143.6,0.21428571428571427,25.0,-198.0,660.0,0.8033149761408754,44944.72888888889,1.8109486253183227,460.0,22.528571428571425,1.9077015634498582,1.686464097229134,0.06666666666666667,-13.2,33.81557826406837,68.0,-73.0,-5.0,25.5,0.15192719998673843,0.5119265975700289,36.30059687296248,19766.0,1317.7333333333333,23.866666666666667,0.21428571428571427,10.0,68.0,141.0,1.1699929969668565,1143.4933333333333,2.561786232126392,6.799999999999997,-2.221428571428571,2.0109862175399127,1.5209747293140703,0.06666666666666667,-938.0,1400.6044409468363,-7.0,-3277.0,-108.0,1832.5,-1.03499095722981,-0.9017711892330253,1685.6858544817892,42623052.0,2841536.8,938.0,0.0,-93.0,-491.0,3270.0,0.5799151714181008,1961692.8,1.49318170676635,-13.4,-214.02499999999995,1.9440158385901685,1.797106454671417,0.06666666666666667,54.0,170.99902533835294,313.0,-381.0,9.0,136.5,-0.4045476058353787,0.8056964210026623,179.32280018633065,482350.0,32156.666666666668,108.4,0.42857142857142855,-6.0,-381.0,694.0,1.0200369584018412,29240.666666666668,3.1666486173769064,298.2,8.089285714285714,2.1246601079400427,1.6542693744126442,0.13333333333333333,-76.6,130.59137286462175,12.0,-459.0,-3.0,175.5,-1.663389452934965,2.124664066287064,151.3990312606612,343825.0,22921.666666666668,83.13333333333334,0.42857142857142855,-7.0,-459.0,471.0,0.9881542242901941,17054.106666666667,1.7048482097209106,10.2,-23.803571428571427,3.0317234937239945,1.821159157104986,0.06666666666666667,12.866666666666667,15.452579791808947,52.0,-11.0,8.0,16.5,1.05072917667773,0.6896441245581713,20.108041509140897,6065.0,404.3333333333333,14.333333333333334,0.21428571428571427,0.0,38.0,63.0,1.3378606778364337,238.78222222222223,1.200977704026602,31.999999999999993,2.1857142857142855,2.5860300704253754,1.4028866169168066,0.26666666666666666,obstruction
-0.9333333333333333,7.4874710164529,5.0,-22.0,0.0,6.5,-1.654133363917742,1.9409688822652784,7.545418035691153,854.0,56.93333333333333,5.2,0.21428571428571427,-4.0,5.0,27.0,1.0832550105185086,56.062222222222225,8.022290374770964,5.0,1.3035714285714284,2.915676758522342,1.4510419299406063,0.06666666666666667,-6.333333333333333,12.53616989177937,19.0,-19.0,-3.0,17.0,0.5664905213557129,-0.9434758642841063,14.045165241700316,2959.0,197.26666666666668,11.933333333333334,0.07142857142857142,10.0,-18.0,38.0,1.171059869990371,157.15555555555557,1.979395246070427,11.799999999999999,-2.6464285714285705,1.3527786731614024,1.1769691543324288,0.06666666666666667,-69.66666666666667,64.94578935970796,10.0,-140.0,-20.0,129.5,-0.10020520651505227,-1.9425269109726457,95.24389744230335,136071.0,9071.4,71.0,0.14285714285714285,-20.0,-138.0,150.0,0.6909233093138181,4217.955555555555,0.9322362109048988,-5.4,-12.942857142857141,1.4699104484338108,1.3414633442577937,0.06666666666666667,4.533333333333333,22.80896509903264,27.0,-46.0,-4.0,33.5,-0.5770622883064321,-0.7025074917645142,23.25510696599781,8112.0,540.8,20.0,0.07142857142857142,-16.0,26.0,73.0,1.0832550105185086,520.248888888889,5.03138936008073,26.6,4.724999999999998,1.9780601339421218,1.1627553482998905,0.06666666666666667,6.733333333333333,11.969219783353559,16.0,-28.0,13.0,13.0,-1.638057548130785,2.127625194186268,13.733171520082315,2829.0,188.6,11.8,0.14285714285714285,9.0,16.0,44.0,1.020036958401841,143.2622222222222,1.7776068985178552,16.0,1.8571428571428565,2.0388589743494423,1.1638280949222302,0.06666666666666667,-2.2666666666666666,4.479087208597553,4.0,-7.0,1.0,9.0,-0.06007010147985686,-1.8864132441599988,5.019960159204453,378.0,25.2,4.266666666666667,0.07142857142857142,2.0,-7.0,11.0,1.0437570363314084,20.062222222222218,1.9760678861459795,2.0,-0.9107142857142855,1.3944333775567925,1.1765531623135437,0.06666666666666667,collision
-0.4,0.48989794855663565,0.0,-1.0,0.0,1.0,-0.4082482904638629,-1.8333333333333337,0.6324555320336759,6.0,0.4,0.4,0.6428571428571429,0.0,-1.0,1.0,0.0,0.24000000000000002,1.2247448713915892,0.0,-0.06071428571428571,1.5811388300841895,1.5811388300841895,0.4666666666666667,1.0666666666666667,1.2892719737209146,3.0,-1.0,1.0,2.0,0.2491422506339638,-1.3061997769452958,1.6733200530681511,42.0,2.8,1.2,0.7142857142857143,2.0,2.0,4.0,1.1822230016451067,1.6622222222222225,1.2086924753633574,3.0,0.1607142857142857,1.7928429140015905,1.3944333775567928,0.06666666666666667,60.333333333333336,5.28730134903956,68.0,50.0,60.0,7.0,-0.2466639318217734,-0.7596924990079388,60.56456609822832,55021.0,3668.0666666666666,60.333333333333336,0.0,50.0,64.0,18.0,1.5641315026219944,27.955555555555556,0.08763482898960596,67.6,0.42857142857142916,1.1227687141308387,1.0038325872634528,0.3333333333333333,-11.733333333333333,2.792052212182923,-7.0,-16.0,-11.0,3.5,0.074027796035437,-1.0711616646882387,12.060956291549466,2182.0,145.46666666666667,11.733333333333333,0.0,-13.0,-14.0,9.0,1.5292482930376914,7.795555555555556,0.23795899535649914,-8.0,-0.39999999999999986,1.3265946425168984,1.0279224112116023,0.06666666666666667,-4.666666666666667,1.6599866130651644,-3.0,-8.0,-4.0,2.5,-0.799980541285956,-0.4323621227887626,4.953113498935123,368.0,24.533333333333335,4.666666666666667,0.0,-4.0,-5.0,5.0,1.194453006323357,2.7555555555555555,0.35571141708539233,-3.0,-0.10000000000000002,1.6151457061744965,1.0613814640575263,0.3333333333333333,-1.2666666666666666,0.4422166387140533,-1.0,-2.0,-1.0,0.5,-1.055289706022173,-0.8863636363636354,1.3416407864998738,27.0,1.8,1.2666666666666666,0.0,-1.0,-1.0,1.0,0.0,0.19555555555555557,0.3491183989847789,-1.0,0.007142857142857144,1.4907119849998598,1.0591900946051636,0.3333333333333333,normal
52.86666666666667,5.426683046658327,65.0,48.0,50.0,6.5,1.011506219747125,-0.4155420355141324,53.144457221175315,42365.0,2824.3333333333335,52.86666666666667,0.0,61.0,48.0,17.0,1.2048762065511596,29.448888888888895,0.10264848133653834,61.0,-1.1249999999999991,1.2230814538096526,1.0052545502113868,0.06666666666666667,35.8,3.487119154832538,39.0,24.0,37.0,1.0,-2.5680978367155305,5.909193213296396,35.96943146617694,19407.0,1293.8,35.8,0.0,24.0,36.0,15.0,1.4019454593787286,12.159999999999995,0.09740556298414912,38.0,0.3142857142857153,1.084254001531072,1.004732722518909,0.13333333333333333,-354.53333333333336,33.62512288288162,-322.0,-438.0,-342.0,41.5,-1.1679073250978405,0.3348603278274256,356.1243228611791,1902368.0,126824.53333333334,354.53333333333336,0.0,-386.0,-322.0,116.0,1.286872630398016,1130.648888888889,0.09484333268958711,-324.4,6.839285714285708,1.2299075684609637,1.0044875597814378,0.06666666666666667,-412.53333333333336,23.714599347706095,-389.0,-467.0,-403.0,23.5,-1.2012122350528138,0.20716082018273996,413.2143914886476,2561192.0,170746.13333333333,412.53333333333336,0.0,-397.0,-389.0,78.0,1.2868726303980167,562.3822222222223,0.05748529253645627,-391.8,4.053571428571421,1.1301639285059366,1.0016509166660816,0.06666666666666667,-41.733333333333334,3.732142667274242,-30.0,-48.0,-42.0,1.0,1.5678603232825477,4.3083082432867705,41.899880668087825,26334.0,1755.6,41.733333333333334,0.0,-30.0,-42.0,18.0,1.430280301911093,13.928888888888896,0.08942833867270548,-41.0,-0.039285714285715895,1.145587988191055,1.0039907508327752,0.3333333333333333,-60.46666666666667,3.4998412662417833,-56.0,-69.0,-60.0,3.5,-0.9614507505102249,0.20108969268264643,60.56786826912985,55027.0,3668.4666666666667,60.46666666666667,0.0,-61.0,-56.0,13.0,1.362447485191629,12.248888888888889,0.05788050605692034,-57.0,0.7000000000000012,1.1392179050020788,1.0016736758952016,0.06666666666666667,obstruction
